node_1|node_2|edge|chunk_id
biden administration|undocumented immigrants married to u.s. citizens|The Biden administration will allow certain undocumented immigrants married to U.S. Citizens to stay in the country and work legally, expanding a program that’s currently used to provide papers to immediate family of military servicemembers.|55d69b518d3e4d779f1f81052eea0f0f
biden administration|deferred action for childhood arrivals (daca) program|President Biden will celebrate the 12-year anniversary of the Deferred Action for Childhood Arrivals (DACA) program at the White House later in the day with immigrant advocacy and Latino leaders.|55d69b518d3e4d779f1f81052eea0f0f
biden administration|asylum|The same groups that the new policy regarding asylum at the U.S.-Mexico border angered will likely also be dissatisfied with this change.|55d69b518d3e4d779f1f81052eea0f0f
undocumented immigrants married to u.s. citizens|immediate family of military servicemembers|The new policy will expand a program that’s currently used to provide papers to immediate family of military servicemembers.|55d69b518d3e4d779f1f81052eea0f0f
republicans|democrats|The article reports that Republicans won the Virginia governorship and had a stronger-than-expected showing in New Jersey, signalling trouble for President Joe Biden's party heading into next year's congressional elections. This indicates a potential shift towards the Republican party at the expense of the Democratic party.|de088c8be9224959b6f204cbed6a6d02
glenn youngkin|terry mcauliffe|Youngkin, a former private equity executive, claimed victory over McAuliffe in Tuesday's vote after distancing himself just enough from former President Donald Trump to win back moderates who had supported Biden just a year ago.|de088c8be9224959b6f204cbed6a6d02
phil murphy|jack ciattarelli|In New Jersey, Republican challenger Jack Ciattarelliperformed far better than expected against incumbent Democrat Phil Murphy, even though Murphy is the current governor of New Jersey.|de088c8be9224959b6f204cbed6a6d02
central intelligence agency officer|legal team representing the cia officer|The legal team representing the Central Intelligence Agency officer is now advising 'multiple whistleblowers.'|b2d9984d2b8b493682a50a8af170fc5e
first individual who filed a formal whistleblower complaint in august|president trump|President Trump repeatedly has sought to attack the credibility and motive of the first individual who filed a formal whistleblower complaint in August.|b2d9984d2b8b493682a50a8af170fc5e
multiple whistleblowers|legal team representing the cia officer|The existence of at least one additional whistleblower could complicate President Trump’s efforts to counter the impeachment proceedings building against him in Congress, as my firm and my team represent multiple whistleblowers.|b2d9984d2b8b493682a50a8af170fc5e
facebook|mistakenly censoring a real photo of a bloodied donald trump post-assassination attempt|during an effort to remove a manipulated photo meant to spread misinformation|4145e0d69fa641c391dbaeecdf45ad87
facebook|cleaning up misinformation on its platform|followed scrutiny and a fact-check confirming no agents were smiling|4145e0d69fa641c391dbaeecdf45ad87
meta|affirming the authenticity of the original photo captured by an associated press photographer, depicting trump raising his fist after being shot|rectified the mistake|4145e0d69fa641c391dbaeecdf45ad87
roe v. wade|supreme court|The recent leaked opinion from the Supreme Court regarding the potential overturn of Roe v. Wade has caused frustration among some social media users.|4088ca0e00b94d6f9bfe9ace86bc4cfe
abortion rights|supreme court|If the Supreme Court prepares to strike down Roe v. Wade, as indicated by a leaked draft opinion, abortion rights will be instantly made illegal in at least 13 states.|4088ca0e00b94d6f9bfe9ace86bc4cfe
protest|supreme court|Following the leak, many people protested outside the Supreme Court in Washington.|4088ca0e00b94d6f9bfe9ace86bc4cfe
abortion access|legal access to abortion|Instantly making abortion illegal in at least 13 states would vary widely across the country regarding legal access to abortion.|4088ca0e00b94d6f9bfe9ace86bc4cfe
alexei navalny|vladimir putin|According to a new report by U.S. intelligence agencies, while Navalny's death may not have been explicitly ordered by Putin, the agencies believe that Putin is still responsible in some capacity.|e46683e37d2d4fb1a01e2e851c525cc2
electricity transmission tower|tesla’s only german factory|The far-left group set the electricity transmission tower near Tesla’s only German factory ablaze, which caused the facility to lose all power and forced production to halt.|30c9e796c4584bb79ca68931267eb127
production|tesla’s only german factory|The far-left group setting the electricity transmission tower near Tesla’s only German factory ablaze caused production to halt initially until next Monday, but now it is expected to be suspended until the end of next week due to issues repairing the sabotaged 30-meter tower.|30c9e796c4584bb79ca68931267eb127
cost|gigafactory berlin-brandenburg’s senior director, andre thierig|According to Gigafactory Berlin-Brandenburg’s senior director, Andre Thierig, the incident is expected to cost a ‘high nine-figure amount.’|30c9e796c4584bb79ca68931267eb127
tesla's only german factory|electricity transmission tower|The electricity transmission tower near Tesla’s only German factory was set ablaze by a far-left group.|30c9e796c4584bb79ca68931267eb127
production|gigafactory berlin-brandenburg's senior director, andre thierig|Initially, the pause in production at Tesla’s only German factory was expected to last until next Monday due to the sabotage of the electricity transmission tower by a far-left group. However, due to issues repairing the 30-meter tower, production is now suspended until the end of next week according to Gigafactory Berlin-Brandenburg's senior director, Andre Thierig.|30c9e796c4584bb79ca68931267eb127
heat index|temperature|The new protections will be required when the heat index, which is what the temperature feels like with added humidity, reaches 80.|dc83d359877f411f91b50cebea78793e
water|heat index|Employers in the U.S. Will be required to provide access to water when the heat index reaches 80, as part of proposed regulations for the Occupational Safety and Health Administration.|dc83d359877f411f91b50cebea78793e
shaded rest areas|heat index|Employers in the U.S. Will be required to provide workers with shaded rest areas when the heat index reaches 80, as part of proposed regulations for the Occupational Safety and Health Administration.|dc83d359877f411f91b50cebea78793e
rest breaks|heat index|Employers in the U.S. Will be required to provide rest breaks, as part of proposed regulations for the Occupational Safety and Health Administration, when the heat index reaches 80.|dc83d359877f411f91b50cebea78793e
biden administration|proposed rule|The Biden administration plans to require employers to provide workers with shaded rest areas, water, and rest breaks when temperatures soar, as part of a proposed rule.|dc83d359877f411f91b50cebea78793e
state governments|local governments|Some states have prevented local governments from providing similar protections in recent months.|dc83d359877f411f91b50cebea78793e
former president trump|immunities a sitting president may enjoy|The judge rejected Trump's argument that he is immune in his criminal case, stating that while a sitting President may enjoy certain immunities, these do not confer a lifelong 'get-out-of-jail-free' pass.|29f2281686dc4f18bacaf8cb28fbb076
former president trump|only one chief executive at a time|The judge emphasized that there can only be one Chief Executive at a time, and that this position does not confer a lifelong 'get-out-of-jail-free' pass on former Presidents.|29f2281686dc4f18bacaf8cb28fbb076
former president trump|lifelong 'get-out-of-jail-free' pass|The judge stated that Former Presidents enjoy no special conditions on their federal criminal liability and do not have a lifelong 'get-out-of-jail-free' pass.|29f2281686dc4f18bacaf8cb28fbb076
former president trump|subject to federal investigation|The judge noted that Defendant, Trump, may be subject to federal investigation, indictment, prosecution, conviction, and punishment for any criminal activity committed during his time in office.|29f2281686dc4f18bacaf8cb28fbb076
federal mask mandate|personal choice|With the removal of the federal mask mandate on public transportation, whether and when to mask has become largely a personal choice.|6ec787d9e82d48d49d3ca76b49812428
covid-19 levels|local covid-19 levels|Factors that help determine whether you should consider masking include local Covid-19 levels|6ec787d9e82d48d49d3ca76b49812428
indoors|indoor public settings|Although much of the U.S. No longer requires people to wear masks in indoor public settings,|6ec787d9e82d48d49d3ca76b49812428
settings|going|There are still scenarios where wearing a mask could be beneficial, public-health and infectious-disease experts say. Factors that help determine whether you should consider masking include going|6ec787d9e82d48d49d3ca76b49812428
underlying health conditions|underlying health conditions|Factors that help determine whether you should consider masking include underlying health conditions, as well...|6ec787d9e82d48d49d3ca76b49812428
project veritas|twitter|Twitter permanently suspended an account belonging to Project Veritas on Thursday, citing repeat violations of the site's policies against publishing private information.|1fda403fe32c4faab718b513ccda9e4a
project veritas|james o'keefe|The main Project Veritas account was permanently suspended, while founder James O'Keefe had his account temporarily locked.|1fda403fe32c4faab718b513ccda9e4a
james o'keefe|twitter|Several recent tweets on O'Keefe's timeline appeared to have been deleted by Thursday afternoon.|1fda403fe32c4faab718b513ccda9e4a
us government|russian state media executives|The US has charged and sanctioned Russian state media executives as part of its efforts to counter alleged operations aimed at interfering with the presidential election.|474aa9b53da7427b8344d2fd9b71cdb9
us government|kremlin-linked broadcasters|The US has restricted Kremlin-linked broadcasters as part of its efforts to counter alleged operations aimed at interfering with the presidential election.|474aa9b53da7427b8344d2fd9b71cdb9
rt|us audiences|RT, formerly Russia Today, has paid a Tennessee firm $10m to 'create and distribute content to US audiences with hidden Russian government messaging', according to Attorney General Merrick Garland.|474aa9b53da7427b8344d2fd9b71cdb9
russian state broadcaster rt|margarita simonyan|RT boss Margarita Simonyan is one of 10 people sanctioned by the US government for alleged attempts to harm...|474aa9b53da7427b8344d2fd9b71cdb9
supreme court|new york’s vaccine mandate for health care workers|The Supreme Court on Monday turned down two requests to block New York’s vaccine mandate for health care workers.|1fd9648161d14f19ad3fe05b81cf7587
two groups of health care workers|new york’s vaccine mandate for health care workers|Two groups of health care workers are challenging the mandate, arguing that it violates their constitutional right to freely exercise their religion.|1fd9648161d14f19ad3fe05b81cf7587
supreme court|constitutional right to freely exercise their religion|But over the public dissents of three conservative justices, the court denied the workers’ requests to put the mandate on hold while litigation continues.|1fd9648161d14f19ad3fe05b81cf7587
james comer|new house oversight and accountability committee|Chairman of the committee|64bbce521f7c43ec8a833a27da163139
james comer|president biden|Subject of investigation by Comer's committee|64bbce521f7c43ec8a833a27da163139
treasury department|james comer|Recipient of document request from Comer's committee|64bbce521f7c43ec8a833a27da163139
janet yellen|treasury department|Head of the department addressed in letter by Comer's committee|64bbce521f7c43ec8a833a27da163139
biden family businesses|james comer|Focus of investigation by Comer's committee|64bbce521f7c43ec8a833a27da163139
biden family businesses|president biden|Belong to the president's family|64bbce521f7c43ec8a833a27da163139
suspicious activity reports (sars)|banks|Generates by banks in relation to Biden family businesses|64bbce521f7c43ec8a833a27da163139
james comer|republicans|Preparing for investigation at Comer's committee request|64bbce521f7c43ec8a833a27da163139
biden family businesses|international influence peddling schemes|Involvement of Biden in his family's foreign business practices and international influence peddling schemes being investigated by Comer's committee|64bbce521f7c43ec8a833a27da163139
hunter biden|owner of ukrainian gas company burisma|New details from a previously redacted FBI document claim that the owner of Ukrainian gas company Burisma thought Hunter Biden was dumber than his dog.|b3667f0905504e3090b49f1bcc58eae9
joe biden|received $5 million from mykola zlochevsky|The document from June 2020 says that Joe and Hunter Biden each received $5 million from Mykola Zlochevsky, a former elected official and current owner of...|b3667f0905504e3090b49f1bcc58eae9
mykola zlochevsky|owner of ukrainian gas company burisma|New details from a previously redacted FBI document claim that the owner of Ukrainian gas company Burisma thought Hunter Biden was dumber than his dog.|b3667f0905504e3090b49f1bcc58eae9
owner of ukrainian gas company burisma|former elected official|Mykola Zlochevsky is both the owner of Ukrainian gas company Burisma and a former elected official.|b3667f0905504e3090b49f1bcc58eae9
department of justice|review|The Department of Justice will review law enforcement’s response to Tuesday’s elementary school shooting in Uvalde, Texas.|a36b66b1f506411bbbc4deb71c0405e6
law enforcement’s response|independent account|The review aims to offer an independent account of law enforcement’s actions on the day of the shooting,|a36b66b1f506411bbbc4deb71c0405e6
lessons for first responders preparing for future active shooter incidents|identify|The review will identify lessons for first responders preparing for future active shooter incidents,|a36b66b1f506411bbbc4deb71c0405e6
doj's community oriented... |carried out|The review was requested by Uvalde Mayor Don McLaughlin and will be carried out by the DOJ’s Community Oriented...|a36b66b1f506411bbbc4deb71c0405e6
trump|economy|Former President Trump tried to narrow his focus to the economy during a speech in North Carolina. This indicates that Trump is related to the concept of the economy.|8c5e187f93fd4aebb74601e3980a5e28
harris|trump|During his speech, Trump blasted Vice President Harris over higher prices and Americans’ financial struggles. This implies that Harris is related to Trump in the context of economic issues.|8c5e187f93fd4aebb74601e3980a5e28
harris|laugh|Trump attacked Harris over her laugh in his speech, suggesting that laughter could be a related concept to Harris in this context.|8c5e187f93fd4aebb74601e3980a5e28
harris|intelligence|Trump also went after Harris' intelligence during the speech, indicating that intelligence is a relevant aspect of Harris in this context.|8c5e187f93fd4aebb74601e3980a5e28
migrants|trump|Trump made baseless claims about migrants entering the country during his speech. This implies that migrants are related to Trump in this specific context.|8c5e187f93fd4aebb74601e3980a5e28
antony blinken|china|U.S. Secretary of State Antony Blinken accused China of ‘irresponsible steps’ on Saturday by halting key communication channels with Washington, and said its Taiwan actions showed a move from prioritising peaceful resolution towards use of force.|411e007d959640aca59cc6a0c6f1fabd
china|taiwan|Chinese aircraft and warships practised on Saturday for an attack on Taiwan, island officials said, part of a raft of steps taken by Beijing after a visit by U.S. House Speaker Nancy Pelosi earlier this week.|411e007d959640aca59cc6a0c6f1fabd
china|stopping bilateral processes|China’s retaliation in stopping bilateral processes in eight key areas including defence, narcotics, transnational... |411e007d959640aca59cc6a0c6f1fabd
hasty withdrawal|security in afghanistan|President Biden's decision to bring home U.S. troops against the recommendations of his top military generals and many diplomats, who warned that a hasty withdrawal would undermine security in Afghanistan.|9807fdcece704c9385b3999ac94faf7f
president biden|share of responsibility|In his Monday speech defending America’s chaotic withdrawal from Afghanistan, President Biden said he would not shrink from his share of responsibility.|9807fdcece704c9385b3999ac94faf7f
president biden|hasty withdrawal|President Biden's decision to bring home U.S. troops against the recommendations of his top military generals and many diplomats, who warned that a hasty withdrawal would undermine security in Afghanistan.|9807fdcece704c9385b3999ac94faf7f
president biden|america’s chaotic withdrawal from afghanistan|In his Monday speech defending America’s chaotic withdrawal from Afghanistan, President Biden said he would not shrink from his share of responsibility.|9807fdcece704c9385b3999ac94faf7f
chairman of the joint chiefs of staff army gen. mark milley|hasty withdrawal|President Biden's decision to bring home U.S. troops against the recommendations of his top military generals, including Chairman of the Joint Chiefs of Staff Army Gen. Mark Milley, who urged Mr. Biden to keep a force of about 2,500 troops, the size...|9807fdcece704c9385b3999ac94faf7f
rep. marjorie taylor greene|rep. brad wenstrup|Chair of the House Oversight and Accountability Select Subcommittee on the Coronavirus Pandemic|134fafc4b3f64144b9adcb0c51ddcc1c
rep. marjorie taylor greene|anthony fauci|Refused to recognize as a doctor while questioning him during testimony before the GOP-led committee on Monday for the first time since retiring.|134fafc4b3f64144b9adcb0c51ddcc1c
rep. marjorie taylor greene|mr. fauci|Referred to him as 'Mr. Fauci' during testimony before the GOP-led committee on Monday for the first time since retiring.|134fafc4b3f64144b9adcb0c51ddcc1c
anthony fauci|national institute of allergy and infectious diseases|Head of|134fafc4b3f64144b9adcb0c51ddcc1c
ar-15|assault weapons|The federal judge overturned California's ban on assault weapons, which includes the AR-15, calling it unconstitutional in a Friday decision. The judge argued that firearms like the AR-15 are 'ordinary, popular, modern rifles' and are often useful for self defense and sport, making California's ban against them in violation of the Second Amendment and the Supreme Court's 2008 D.C. v. Heller decision.|b25025c56254465b9fa9c652711a847c
california's assault weapons ban|violation of second amendment|The federal judge overturned California's ban on assault weapons, calling it a violation of the Second Amendment.|b25025c56254465b9fa9c652711a847c
ar-15|self defense and sport|The federal judge argued that firearms like the AR-15 are 'ordinary, popular, modern rifles' and are often useful for self defense and sport.|b25025c56254465b9fa9c652711a847c
ar-15|assault weapons|The federal judge compared AR-15s to Swiss Army knives, suggesting that they are similar in terms of functionality and usefulness.|b25025c56254465b9fa9c652711a847c
california's assault weapons ban|appeals court battle|The federal judge's decision overturning California's assault weapons ban sets the stage for an appeals court battle over one of the country’s oldest assault weapons bans.|b25025c56254465b9fa9c652711a847c
u.s. military|russia|The U.S. military intercepted four Russian warplanes near Alaska on Monday, according to a statement from the North American Aerospace Defense Command (NORAD).|863cf9b0ac2f4efa910d395498efe889
alaska air defense identification zone (adiz)|russia|Four Russian aircraft, including TU-95 BEAR-H bombers and SU-35 fighter aircraft, entered and operated within the Alaska Air Defense Identification Zone (ADIZ) on Monday, according to a statement from NORAD.|863cf9b0ac2f4efa910d395498efe889
north american aerospace defense command (norad)|u.s.|The North American Aerospace Defense Command (NORAD) stated that it detected four Russian aircraft, including TU-95 BEAR-H bombers and SU-35 fighter aircraft, entering and operating within the Alaska Air Defense Identification Zone (ADIZ) on Monday.|863cf9b0ac2f4efa910d395498efe889
f-16 fighters|russia|NORAD officials said two F-16 fighters were quickly scrambled to intercept the four Russian aircraft in the Alaska Air Defense Identification Zone (ADIZ) on Monday.|863cf9b0ac2f4efa910d395498efe889
f-35a fighters|russia|Two F-35A fighters were also scrambled to intercept the Russian aircraft, according to a Tuesday statement from NORAD.|863cf9b0ac2f4efa910d395498efe889
tu-95 bear-h bombers|su-35 fighter aircraft|The four Russian aircraft detected by NORAD on Monday included TU-95 BEAR-H bombers and SU-35 fighter aircraft, according to a statement from the command.|863cf9b0ac2f4efa910d395498efe889
hamas attacks on 7 october|israeli accusations|The Israeli minister Shlomo Karhi accused four freelance photographers working for news outlets such as Reuters, AP, CNN and the New York Times of having prior knowledge of the Hamas attacks on 7 October. The news outlets strongly rejected these claims, with the NYT calling them 'outrageous' and stating that they endangered freelancers.|6e2520af378142ae978c627ece59e275
president biden|hunter biden|There is no direct evidence in the given context to suggest a relationship between President Biden and Hunter Biden regarding their foreign business dealings. However, during the interview with Devon Archer, it was revealed that Hunter Biden introduced his father, who was a senator at that time, to a business partner in 2015. This raises questions about the extent of President Biden's involvement in his son's business affairs.|241d0d6e1bb04791a952ab4491282079
james comer|house oversight committee|The given context mentions House Oversight Committee Chairman James Comer releasing the transcript of a closed-door interview. This indicates that James Comer is associated with the House Oversight Committee, which is also mentioned in the context.|241d0d6e1bb04791a952ab4491282079
devon archer|hunter biden|The given context mentions Devon Archer as a former business associate of Hunter Biden. This implies that there is a relationship between these two individuals.|241d0d6e1bb04791a952ab4491282079
republicans|hunter biden's foreign business dealings|The given context states that Republicans view Devon Archer as a key witness in their investigation into the Biden family’s business dealings. This suggests that Republicans have an interest in understanding Hunter Biden's foreign business dealings, which could indicate a relationship between these two entities.|241d0d6e1bb04791a952ab4491282079
for the people act|republicans' opposition|Senate Minority Leader Mitch McConnell stated that all Republicans will oppose the compromise election reform proposal put forward by Sen. Joe Manchin, known as the For the People Act, during a press conference with GOP senators railing against it.|915f822f56f34e65bc9d42de61c5ffb8
controversial judicial reform|supreme court|limited the power of the Supreme Court in overturning laws it deemed unconstitutional. Critics say it would have severely undermined the country's democracy by weakening the judicial system.|7811ff6ac9614baa815510d8ef6f0bf0
supreme court|israel's democracy|Critics say it would have severely undermined the country's democracy by weakening the judicial system.|7811ff6ac9614baa815510d8ef6f0bf0
right-wing government|netanyahu government|seen as the most right-wing in Israeli history.|7811ff6ac9614baa815510d8ef6f0bf0
supreme court's decision to overturn the law passed by the government in 2023|internal turmoil|follows months of internal turmoil.|7811ff6ac9614baa815510d8ef6f0bf0
supreme court associate justice samuel alito|covid-19 pandemic|Alito stated that the restrictions imposed to address the COVID-19 pandemic have resulted in previously unimaginable restrictions on individual liberty.|dff1e27af33a4719a6818326695ee4ed
supreme court associate justice samuel alito|political leaders|Alito implied criticism towards political leaders for imposing restrictions to address the COVID-19 pandemic.|dff1e27af33a4719a6818326695ee4ed
supreme court associate justice samuel alito|individual liberty|Alito emphasized the importance of individual liberty in his criticism of restrictions imposed to address the COVID-19 pandemic.|dff1e27af33a4719a6818326695ee4ed
supreme court associate justice samuel alito|recent supreme court decisions|Alito expressed disapproval towards recent Supreme Court decisions that he believed discriminated against religious groups in response to restrictions imposed to address the COVID-19 pandemic.|dff1e27af33a4719a6818326695ee4ed
justice department|trump|The Justice Department on Friday unveiled a 37-count indictment against former President Trump over his handling of classified materials after leaving the White House, providing insight into the nature of the classified documents Trump had kept since leaving office in January 2021. This indicates that there is an accusation of criminal charges against Trump for mishandling classified information.|1d150f7fca4c454a972de76015767c35
justice department|obstructing attempts to retrieve documents|The indictment also alleges that Trump obstructed attempts to retrieve the documents. This suggests that there were efforts made by authorities to recover the classified materials, and Trump hindered these attempts.|1d150f7fca4c454a972de76015767c35
trump|sensitive government secrets|The document details instances where Trump is said to have openly shared sensitive government secrets. This indicates that Trump may have disclosed classified information to unauthorized individuals, which could be a serious breach of national security.|1d150f7fca4c454a972de76015767c35
facebook parent company meta (meta.o)|spamouflage campaign|Facebook announced the removal of around 7,700 Facebook accounts and hundreds of other pages, groups, and Instagram accounts connected to the Spamouflage campaign, which has been active since 2018. The company discovered links between individuals associated with Chinese law enforcement and this operation aimed at influencing people's opinions about China positively on social media.|bd8de83312924a7397702c72a30935dd
spamouflage campaign|positive narratives about china|The Spamouflage campaign has engaged in spurts of activity over the last several years, pushing positive narratives about China on social media platforms such as Facebook and Instagram.|bd8de83312924a7397702c72a30935dd
senate|infrastructure plan|The Senate passed a $1 trillion bipartisan infrastructure plan today, a huge step for Democrats as they try to push President Joe Biden’s sweeping economic agenda through Congress.|98180954b180412993d8567d6663e8e2
infrastructure plan|$1 trillion|The infrastructure plan is valued at $1 trillion.|98180954b180412993d8567d6663e8e2
infrastructure plan|bipartisan|The infrastructure plan is bipartisan, as 19 Republicans joined all 50 Democrats in passing it through the Senate.|98180954b180412993d8567d6663e8e2
senate|democrats|In passing the infrastructure plan, the Senate joins with Democrats to make a crucial step towards...|98180954b180412993d8567d6663e8e2
president joe biden’s|sweeping economic agenda|President Joe Biden’s sweeping economic agenda is being pushed through Congress by Democrats.|98180954b180412993d8567d6663e8e2
infrastructure plan|transportation, broadband and utilities|The infrastructure plan includes $550 billion in new funding for transportation, broadband and utilities.|98180954b180412993d8567d6663e8e2
white house|previous administration|The White House pinned the chaotic 2021 withdrawal from Afghanistan on the lack of planning from the previous administration.|072480834ef44801bdd4f5467e1dbfd4
former president donald trump's administration|white house|The White House acknowledged that it was 'severely constrained' by actions of former President Donald Trump’s administration, including the 2020 agreement Trump made with the Taliban to withdraw American troops by the spring of 2021.|072480834ef44801bdd4f5467e1dbfd4
2021 withdrawal from afghanistan|americans|The administration admitted it should have started evacuations sooner for Americans,...|072480834ef44801bdd4f5467e1dbfd4
disinformation governance board|dhs|The Disinformation Governance Board is an internal board created by the Department of Homeland Security (DHS) in April specifically to address Russian disinformation and false information spread by border traffickers.|f7f59222dad146dbb8fdaafebeb80698
disinformation governance board|nina jankowicz|Nina Jankowicz was put in charge of the Disinformation Governance Board created by the Department of Homeland Security (DHS) in April specifically to address Russian disinformation and false information spread by border traffickers.|f7f59222dad146dbb8fdaafebeb80698
dhs|nina jankowicz|Nina Jankowicz was put in charge of an internal board dedicated to combating misinformation and disinformation created by the Department of Homeland Security (DHS) earlier this year specifically to address Russian disinformation and false information spread by border traffickers.|f7f59222dad146dbb8fdaafebeb80698
disinformation|russian disinformation|The Disinformation Governance Board created by the Department of Homeland Security (DHS) in April specifically addressed Russian disinformation.|f7f59222dad146dbb8fdaafebeb80698
false information|border traffickers|The Disinformation Governance Board created by the Department of Homeland Security (DHS) in April specifically addressed false information spread by border traffickers.|f7f59222dad146dbb8fdaafebeb80698
free speech absolutists|nina jankowicz|Nina Jankowicz, the person put in charge of the Disinformation Governance Board created by the Department of Homeland Security (DHS) earlier this year, criticized 'free speech absolutists'.|f7f59222dad146dbb8fdaafebeb80698
federal aviation administration (faa)|diversity, equity and inclusion policies|President Donald Trump criticized the FAA's diversity, equity and inclusion policies during a press conference following a fatal collision between an American Airlines plane and an army helicopter. However, he did not provide evidence that these policies were related to the crash, as they have existed for years, including during his first term.|5eb812dff0194d1abb934424ddcceaa6
faa|hiring people with severe disabilities|According to Trump's statement at the press conference, the FAA had committed to hiring people with 'severe' disabilities because they are the 'most under-represented segment' of the workforce.|5eb812dff0194d1abb934424ddcceaa6
faa|people...|...including those who previously worked in airlines, for instance, were laid off because of the pandemic. However, it is unclear from the context whether Trump was referring to this particular group.|5eb812dff0194d1abb934424ddcceaa6
transportation security administration|pre-pandemic levels|The Transportation Security Administration announced Tuesday that travel returned to pre-pandemic levels...|85254c2cb98641579ae9a93320ee8190
around 2 million passengers|pre-pandemic levels|...with around 2 million passengers screened a day,|85254c2cb98641579ae9a93320ee8190
firearms|confiscated|The agency reported that it confiscated 6,542 firearms in 2022...|85254c2cb98641579ae9a93320ee8190
loaded|firearms|...88% of which were loaded,|85254c2cb98641579ae9a93320ee8190
david pekoske|tsa administrator|I am incredibly proud of our dedicated TSA employees who perform the critical task of securing our nation’s transportation systems each day,|85254c2cb98641579ae9a93320ee8190
schools|children|The guidelines recommended by the CDC for safely reopening schools involve separating children.|0cc69237e57048dba96c647649de80c2
camps|children|The guidelines recommended by the CDC for safely reopening camps involve separating children.|0cc69237e57048dba96c647649de80c2
restaurants|disposable dishes and utensils|Using disposable dishes and utensils at restaurants is recommended by the CDC for safely reopening restaurants.|0cc69237e57048dba96c647649de80c2
buses|every other row of seats|The guidelines proposed by the CDC for safely reopening buses involve closing every other row of seats.|0cc69237e57048dba96c647649de80c2
trains|every other row of seats|The guidelines proposed by the CDC for safely reopening trains involve closing every other row of seats.|0cc69237e57048dba96c647649de80c2
transit routes|high levels of coronavirus infection|Restricting transit routes to areas experiencing high levels of coronavirus infection is recommended by the CDC for safely reopening.|0cc69237e57048dba96c647649de80c2
global average temperatures|climate emergency|The world’s average temperature climbed to its highest level since records began on Tuesday, according to provisional data from U.S. researchers, underscoring the pressing need to slash greenhouse gas emissions fueling the climate emergency.|c671600d10224819b43389e3c52c4842
